Language_ID,Name,Glottocode,Latitude,Longitude,elevation_m
lena1238,Lenakel,lena1238,-19.4763,169.261,215.0
tamp1252,Tampulma,tamp1252,9.75577,-1.35467,131.0
acat1239,Acatepec Me'phaa,acat1239,17.1034,-99.0602,615.0
trum1247,Trumai,trum1247,-11.8119,-53.5717,285.0
toar1246,Toaripi,toar1246,-8.07231,146.206,6.0
tonk1249,Tonkawa,tonk1249,30.25,-96.75,89.0
lish1246,Lishán Didán,lish1246,38.0,47.0,1637.0
nucl1649,Southern-Coastal Tsimshian,nucl1649,52.59103,-128.544545,175.0
tsou1248,Tsou,tsou1248,23.216,120.787,841.0
tera1251,Tera,tera1251,11.0376,11.80953,364.0
nort1550,Taos Northern Tiwa,nort1550,36.4277,-105.604,2133.0
tuvi1240,Tuvinian,tuvi1240,48.436,92.6693,1433.0
ngar1284,Ngarinyin,ngar1284,-16.4006,126.433,513.0
nort2690,Northern Uzbek,nort2690,43.7489,59.231,53.0
vani1248,Vanimo,vani1248,-2.68501,141.258,203.0
mbab1239,Mbabaram,mbab1239,-20.1389,143.438,336.0
wapp1239,Wappo,wapp1239,38.25,-122.5,48.0
wara1303,Warao,wara1303,7.50851,-59.3528,23.0
nucl1620,Wahgi,nucl1620,-6.11629,144.665,2239.0
wint1259,Wintu,wint1259,39.7176,-122.445,159.0
wiyo1248,Wiyot,wiyo1248,39.2492,-122.952,453.0
want1252,Wantoat,want1252,-6.15216,146.513,1953.0
usan1239,Usan,usan1239,-4.84265,145.362,748.0
kama1365,Kamang,kama1365,-8.26897,124.792,863.0
wari1266,Waris,wari1266,-3.139,140.931,635.0
wara1290,Warray,wara1290,-13.0941,131.236,26.0
bert1248,Berta,bert1248,10.6474,34.7042,865.0
wang1291,Ngiyambaa,wang1291,-30.6481,146.18,152.0
kawa1283,Kawaiisu,kawa1283,36.0538,-118.679,1501.0
komo1258,Komo (Sudan),komo1258,8.94162,34.0939,741.0
katc1249,Katcha-Kadugli-Miri,katc1249,10.8423,29.4914,468.0
yagu1244,Yagua,yagu1244,-3.42913,-72.2186,102.0
yaqu1251,Yaqui,yaqu1251,29.9446,-110.681,786.0
yucu1253,Yucuna,yucu1253,-0.76075,-71.0033,151.0
taro1263,Tarok,taro1263,8.98356,10.0288,210.0
yaga1260,Yagaria,yaga1260,-6.32432,145.388,1834.0
yidi1250,Yidiñ,yidi1250,-17.1332,145.876,8.0
yana1271,Yana,yana1271,39.2769,-121.608,24.0
yoru1245,Yoruba,yoru1245,7.15345,3.67225,114.0
yare1248,Yareba,yare1248,-9.50651,148.605,223.0
yess1239,Yessan-Mayo,yess1239,-4.15721,142.574,19.0
yuca1254,Yucatec Maya,yuca1254,18.7757,-88.9567,83.0
yulu1243,Yulu,yulu1243,8.04124,23.6166,675.0
nucl1454,Yawa,nucl1454,-1.77196,136.263,763.0
zand1248,Zande,zand1248,4.62047,26.7157,636.0
abid1235,Abidji,abid1235,5.65656,-4.58421,93.0
adio1239,Adioukrou,adio1239,5.38228,-4.52522,72.0
ajab1235,Aja (Benin),ajab1235,7.06634,1.64992,154.0
anyi1244,Anyin Morofo,anyi1244,6.1627,-4.64232,78.0
igoo1238,Igo,igoo1238,7.25499,0.67846,727.0
akoo1248,Akoose,akoo1248,4.9243,9.65522,879.0
anuf1239,Anufo,anuf1239,10.2839,0.56021,135.0
suda1236,Sudanese Arabic,suda1236,17.8021,33.3179,502.0
avok1242,Avokaya,avok1242,4.38639,29.9379,852.0
veng1238,Vengo,veng1238,6.11403,10.4137,1694.0
bafu1246,Bafut,bafu1246,6.14153,10.1194,774.0
baka1272,Baka (Cameroon),baka1272,2.16013,13.7804,550.0
band1345,Banda-Ndélé,band1345,8.03339,23.9021,816.0
band1352,Bandi,band1352,7.73729,-10.1684,384.0
baou1238,Baoulé,baou1238,5.42509,-4.76565,6.0
basa1284,Basa (Cameroon),basa1284,3.80765,10.4213,146.0
nucl1418,Bassa,nucl1418,7.27501,-11.543,49.0
ntch1242,Ntcham,ntch1242,9.23971,0.599275,243.0
gagn1235,Gagnoa Bété,gagn1235,6.10051,-5.9701,209.0
bekw1241,Bekwarra,bekw1241,6.73737,8.86489,99.0
beng1286,Beng,beng1286,7.78122,-4.23539,216.0
bhel1238,Bhele,bhel1238,0.24553,28.6681,1153.0
bial1238,Biali,bial1238,11.0382,1.08259,147.0
bimo1239,Bimoba,bimo1239,10.4575,0.06121,176.0
boko1266,Boko (Benin),boko1266,10.5189,3.71771,317.0
hain1253,Hainyaxo Bozo,hain1253,13.8734,-5.65085,278.0
bulu1251,Bulu (Cameroon),bulu1251,3.16141,11.6365,699.0
cerm1238,Cerma,cerm1238,10.1245,-4.94917,310.0
chum1261,Chumburung,chum1261,8.15211,-0.2755,90.0
nucl1683,Daba,nucl1683,10.3521,13.6318,816.0
sout2789,Central Dagaare,sout2789,10.4226,-2.52265,339.0
nort2780,Northern Dagara,nort2780,11.0441,-3.0124,300.0
adan1247,Adangme,adan1247,5.9437,0.13243,51.0
daza1242,Dazaga,daza1242,15.7358,15.8517,305.0
lako1244,Lakota Dida,lako1244,5.86012,-5.40633,155.0
dyul1238,Dyula,dyul1238,10.4536,-4.72007,271.0
dita1238,Ditammari,dita1238,10.1614,1.18045,315.0
dual1243,Duala,dual1243,4.10208,9.61877,3.0
duru1249,Duruma,duru1249,-4.09629,39.322,216.0
ebir1243,Ebira,ebir1243,8.15516,7.06183,197.0
bini1246,Bini,bini1246,6.40701,5.70426,114.0
emai1241,Emai-Iuleha-Ora,emai1241,7.09089,5.84494,140.0
enge1239,Engenni,enge1239,5.11931,6.37339,17.0
fonn1241,Fon,fonn1241,7.15484,1.66495,151.0
adam1253,Adamawa Fulfulde,adam1253,8.140326,13.077338,366.0
cent2018,Central-Eastern Niger Fulfulde,cent2018,15.0907,8.43261,468.0
maas1239,Maasina Fulfulde,maas1239,11.1324,-3.64763,300.0
west2454,Western Niger Fulfulde,west2454,14.2471,-0.52004,291.0
fuli1240,Fuliiru,fuli1240,-3.04022,28.9865,1645.0
ngan1299,Ngangam,ngan1299,10.2523,0.70509,160.0
nort2775,Northwest Gbaya,nort2775,5.9503,15.2569,953.0
genn1243,Gen,genn1243,6.25971,1.67727,3.0
godi1239,Godié,godi1239,5.3944,-5.82696,204.0
gonj1241,Gonja,gonj1241,8.48801,-0.72757,91.0
nort2810,Northern Grebo,nort2810,5.17103,-8.1409,234.0
gude1246,Gude,gude1246,10.2138,13.403,882.0
gour1243,Gourmanchéma,gour1243,11.6711,1.28489,198.0
hang1258,Hanga,hang1258,9.33929,-1.57833,155.0
ifee1241,Ifè,ifee1241,7.63568,1.58494,213.0
iged1239,Igede,iged1239,6.95522,8.27362,72.0
sout2774,Southeast Ijo,sout2774,4.44235,6.32192,5.0
izii1239,Izi,izii1239,6.33,8.0,70.0
jurm1239,Jur Modo,jurm1239,6.03321,29.974,488.0
kabi1261,Kabiyé,kabi1261,8.96816,0.495023,194.0
kako1242,Kako,kako1242,3.79989,15.6282,624.0
baan1242,Baangi,baan1242,10.8083,5.7261,406.0
west2466,Western Karaboro,west2466,10.6298,-4.76482,289.0
kara1478,Karang,kara1478,8.01727,15.2114,599.0
kase1253,Kasem,kase1253,11.0824,-1.39076,273.0
koon1245,Koonzime,koon1245,3.25933,13.54152,672.0
kiku1240,Kikuyu,kiku1240,-0.29005,36.719,2818.0
nort2765,Northern Kissi,nort2765,8.7283,-10.4063,411.0
komc1235,Kom (Cameroon),komc1235,6.2596,10.3348,1779.0
komo1260,Komo (Democratic Republic of Congo),komo1260,-0.76333,26.7144,597.0
konk1269,Konkomba,konk1269,9.82224,0.2783,145.0
guin1254,Guinea Kpelle,guin1254,7.93196,-8.98843,449.0
gbay1288,Gbaya (Sudan),gbay1288,8.43391,25.5173,588.0
krio1253,Krio,krio1253,10.8811,-14.3204,9.0
tepo1239,Tepo Krumen,tepo1239,5.16267,-7.66346,185.0
kuri1259,Kuria,kuri1259,-1.50636,34.5049,1174.0
kusa1250,Kusaal,kusa1250,10.9703,-0.38756,170.0
lama1275,Lama (Togo),lama1275,8.66954,0.833293,455.0
lele1276,Lele (Chad),lele1276,9.158,15.81149,403.0
lend1245,Lendu,lend1245,2.1898,30.6794,1681.0
loma1260,Loma (Liberia),loma1260,7.91585,-9.69906,464.0
loko1255,Loko,loko1255,9.11838,-12.1583,93.0
ligb1244,Ligbi,ligb1244,7.94291,-2.56353,318.0
west2450,West-Central Limba,west2450,9.52392,-12.3138,60.0
limb1268,Limbum,limb1268,6.58608,10.9802,1068.0
ling1263,Lingala,ling1263,1.40324,19.7829,341.0
lukp1238,Lukpa,lukp1238,9.51949,1.66954,395.0
gand1255,Ganda,gand1255,0.66884,32.15153,1273.0
lyel1241,Lyélé,lyel1241,12.4305,-2.59229,273.0
nige1255,Western Mambila,nige1255,6.69736,11.3161,1298.0
mamp1244,Mampruli,mamp1244,10.3884,-0.74675,148.0
west2500,Western Maninkakan,west2500,13.5677,-12.8009,67.0
east2426,Eastern Maninkakan,east2426,9.33048,-10.5394,641.0
mang1394,Mangbetu,mang1394,2.5511,27.0712,740.0
kita1249,Kita Maninkakan,kita1249,13.1798,-9.49151,333.0
mund1326,Mündü,mund1326,4.22755,29.9967,871.0
cros1244,Cross River Mbembe,cros1244,6.16926,8.23592,42.0
mboc1235,Mbo (Cameroon),mboc1235,5.13981,9.92766,832.0
maka1304,Makaa,maka1304,4.15471,13.0789,692.0
mend1266,Mende (Sierra Leone),mend1266,7.90935,-10.9926,167.0
meta1238,Meta',meta1238,5.88942,9.87416,1040.0
mama1271,Mamara Senoufo,mama1271,12.4871,-5.28245,324.0
degg1238,Deg,degg1238,8.43846,-2.28724,162.0
mofu1248,Mofu-Gudur,mofu1248,10.567,14.0314,797.0
moss1236,Mossi,moss1236,10.4524,-1.17278,149.0
mwan1250,Mwan,mwan1250,7.87533,-5.94577,283.0
mund1327,Mundani,mund1327,5.68073,9.91533,349.0
kitu1245,Kituba (Congo),kitu1245,-4.15654,14.5648,426.0
mwag1236,Mwaghavul,mwag1236,9.47205,8.96522,1336.0
nafa1258,Nafaanra,nafa1258,8.00522,-2.51001,301.0
nawd1238,Nawdm,nawd1238,7.17037,0.58553,333.0
nort2784,Northern Nuni,nort2784,12.131,-2.98206,285.0
noma1260,Nomaande,noma1260,4.5893,10.9157,767.0
ngam1268,Ngambay,ngam1268,8.57051,15.414,482.0
ngba1285,Ngbaka Minagende,ngba1285,2.98887,18.994,364.0
nort2774,Northern Ngbandi,nort2774,3.56357,21.85251,402.0
ngie1241,Ngiemboon,ngie1241,5.56777,10.1266,1800.0
nyab1255,Nyabwa,nyab1255,6.87615,-6.84428,248.0
lamn1239,Lamnso',lamn1239,6.39743,11.0684,1375.0
nugu1242,Nugunu (Cameroon),nugu1242,4.63103,11.1837,462.0
nupe1254,Nupe-Nupe-Tako,nupe1254,9.18404,5.40031,128.0
madi1260,Ma'di,madi1260,3.62499,31.8471,1427.0
park1239,Parkwa,park1239,11.0206,14.0964,544.0
pula1263,Pulaar,pula1263,13.8694,-13.4482,44.0
pula1262,Pular,pula1262,12.1826,-12.7338,127.0
rend1243,Rendille,rend1243,2.27065,37.3608,532.0
saba1262,Sabaot,saba1262,1.01297,34.6664,3030.0
sena1262,Senara Sénoufo,sena1262,10.4987,-5.28216,361.0
sere1260,Sereer,sere1260,13.8941,-16.3916,1.0
siss1242,Sissala of Burkina Faso,siss1242,11.0916,-2.38217,291.0
koyr1240,Koyra Chiini Songhay,koyr1240,16.192,-3.73962,263.0
soni1259,Soninke,soni1259,13.1273,-11.7178,154.0
susu1250,Susu,susu1250,10.4046,-13.3628,225.0
tawa1286,Tawallammat Tamajaq,tawa1286,13.9878,4.47692,281.0
tama1365,Tamasheq,tama1365,14.2038,-2.41269,288.0
teen1242,Téén,teen1242,9.84556,-3.71183,331.0
teda1241,Tedaga,teda1241,18.0426,14.7717,467.0
temm1241,Tem,temm1241,8.967,1.136,383.0
tofi1235,Tofin Gbe,tofi1235,6.51774,2.43226,4.0
tika1246,Tikar,tika1246,5.87004,11.6104,814.0
topo1242,Toposa,topo1242,5.15904,34.2159,453.0
tour1242,Toura (Côte d'Ivoire),tour1242,7.76747,-7.33105,539.0
nort2787,Northern Toussian,nort2787,11.133,-4.88274,421.0
vagl1239,Vagla,vagl1239,9.33848,-2.31333,345.0
vute1244,Vute,vute1244,6.13603,11.8839,889.0
waam1244,Waama,waam1244,10.5956,1.65318,475.0
wann1242,Wan,wann1242,7.88773,-5.82092,276.0
weno1238,Wobe-Wè Northern,weno1238,7.40391,-7.24617,303.0
yamb1251,Yamba,yamb1251,6.535505,11.07711,1148.0
yamb1252,Yambeta,yamb1252,4.83615,10.9369,713.0
yaou1238,Yaouré,yaou1238,6.95282,-5.57851,234.0
yemb1246,Yemba,yemb1246,5.47421,10.0214,1338.0
yomm1242,Yom,yomm1242,9.87186,1.81099,421.0
zarm1239,Zarma-Kaado,zarm1239,12.8554,2.41173,173.0
zulg1242,Zulgo-Gemzek,zulg1242,10.827,14.0578,722.0
fwee1238,Fwe,fwee1238,-17.72372,24.43151,934.0
yeyi1239,Yeyi,yeyi1239,-18.9178,23.6088,946.0
cavi1250,Cavineña,cavi1250,-13.3544,-66.6277,175.0
cham1318,Chamicuro,cham1318,-5.1149,-75.6778,114.0
chec1245,Chechen,chec1245,43.5,45.5,172.0
chep1245,Chepang,chep1245,27.7206,84.9017,1534.0
leal1235,Lealao Chinantec,leal1235,17.3162,-95.9265,1302.0
chol1282,Chol,chol1282,17.4897,-92.4698,257.0
chra1242,Chrau,chra1242,10.8021,107.293,179.0
barb1263,Barbareño,barb1263,34.462,-119.699,305.0
coeu1236,Coeur d'Alene,coeu1236,47.2958,-116.715,776.0
coma1245,Comanche,coma1245,34.5701,-98.424,332.0
cupe1243,Cupeño,cupe1243,33.3148,-116.515,1455.0
cuvo1236,Cuvok,cuvo1236,10.6448,14.0006,641.0
deny1238,Denya,deny1238,5.97237,9.39989,131.0
nepa1253,Nepali Kurux,nepa1253,26.72057,86.00255,72.0
mufi1238,Mufian,mufi1238,-3.57932,142.955,155.0
usar1243,Usarufa,usar1243,-6.38898,145.633,1969.0
binu1245,Binumarien,binu1245,-6.22068,146.102,878.0
eggo1239,Eggon,eggo1239,8.71442,8.45686,164.0
ekpe1253,Ekpeye,ekpe1253,5.06715,6.53362,9.0
esim1238,Esimbi,esim1238,6.50094,9.86936,690.0
fang1246,Fang (Equatorial Guinea),fang1246,1.723965,11.61454,629.0
furu1242,Furu,furu1242,4.485,20.6448,405.0
kara1476,Karadjeri,kara1476,-18.6771,122.334,131.0
gbar1246,Gbari,gbar1246,8.46411,7.10757,159.0
goli1247,Golin,goli1247,-6.2249,144.8505,1756.0
guaj1255,Guajajára,guaj1255,-4.69461,-45.7081,300.0
gunw1252,Bininj Kun-Wok,gunw1252,-12.3398,133.358,67.0
haya1250,Haya,haya1250,-1.70878,31.4846,1412.0
huic1243,Huichol,huic1243,21.954,-104.062,1167.0
huay1240,Huaylas Ancash Quechua,huay1240,-9.38709,-77.7768,4557.0
jauj1238,Jauja Wanca Quechua,jauj1238,-11.6747,-75.2786,4733.0
luya1241,Luyi,luya1241,-15.01,22.67,1027.0
iban1261,Ibani,iban1261,4.49119,7.23558,1.0
imon1245,Imonda,imon1245,-3.31228,141.171,294.0
ingu1240,Ingush,ingu1240,43.11,45.03,721.0
kris1246,I'saka,kris1246,-2.80084,141.303,544.0
yalu1240,Yalunka,yalu1240,9.97186,-11.2836,480.0
izer1241,Izere,izer1241,9.5,8.7,1047.0
jama1261,Madi,jama1261,-7.62223,-66.5662,99.0
jeme1245,Towa,jeme1245,35.5994,-106.766,1769.0
liji1238,Lijili,liji1238,8.52193,8.35562,133.0
kaby1243,Kabyle,kaby1243,36.4103,4.76137,526.0
gida1247,Gidar,gida1247,9.874715,14.07845,392.0
kaya1329,Kayabí,kaya1329,-11.2747,-55.5479,338.0
kama1367,Kamasau,kama1367,-3.8503,143.842,109.0
kano1245,Kanoê,kano1245,-12.1789,-64.5812,141.0
kens1251,Kenswei Nsei,kens1251,6.01713,10.412,1395.0
east2398,Eastern Karaboro,east2398,10.4987,-4.52253,262.0
kari1301,Karipúna Creole French,kari1301,3.42825,-51.6888,56.0
keny1279,Kenyang,keny1279,5.58288,9.55918,172.0
chon1284,Chong of Chanthaburi,chon1284,12.5218,102.514,21.0
kiny1244,Kinyarwanda,kiny1244,-1.56771,29.6441,1613.0
kiri1254,Kirike,kiri1254,4.41126,6.98938,10.0
koko1269,Kokota,koko1269,-8.16481,159.191,46.0
bako1250,Bakole,bako1250,4.43654,8.97387,25.0
konn1242,Konni,konn1242,10.2368,-1.54376,173.0
kulu1253,Kulung (Nepal),kulu1253,27.1606,87.5717,1758.0
kuot1243,Kuot,kuot1243,-3.06952,151.537,566.0
kusu1250,Kusunda,kusu1250,29.1766,80.6309,2434.0
kuvi1243,Kuvi,kuvi1243,18.8832,83.7552,535.0
kwaz1243,Kwaza,kwaz1243,-11.6667,-61.1833,184.0
lada1244,Leh-Kenhat,lada1244,33.468,80.6013,5198.0
lang1320,Langi,lang1320,-4.71413,35.9517,1235.0
laoo1244,Lao,laoo1244,16.0726,104.568,151.0
lavu1241,Lavukaleve,lavu1241,-9.05569,159.119,22.0
bafa1247,Bafaw-Balong,bafa1247,4.53307,9.522,74.0
lund1266,Lunda,lund1266,-11.1793,23.8662,1228.0
luch1239,Luchazi,luch1239,-14.0648,22.2437,1057.0
orok1266,Oroko,orok1266,4.89504,9.15209,371.0
mace1250,Macedonian,mace1250,41.5957,21.7932,921.0
mada1293,Mada (Cameroon),mada1293,10.8806,14.1142,485.0
madi1261,Madi (Papua New Guinea),madi1261,-5.63017,146.407,71.0
mana1295,Manam,mana1295,-4.07921,145.033,1394.0
bame1260,Bamenyam,bame1260,5.77049,10.3302,1214.0
mana1288,Manange,mana1288,28.6416,84.0515,3612.0
ngem1255,Ngemba,ngem1255,5.97864,10.1469,1225.0
mara1385,Marra,mara1385,-14.7927,134.865,9.0
maib1239,Maybrat-Karon,maib1239,-1.3679,132.591,111.0
gbay1281,Gbaya-Mbodomo,gbay1281,4.800365,14.606865,691.0
medu1238,Medumba,medu1238,5.10901,10.6118,1309.0
ming1252,Mingrelian,ming1252,42.5129,41.8719,110.0
mmen1238,Mmen,mmen1238,6.43213,10.2541,924.0
moke1242,Moken,moke1242,10.1474,98.6765,0.0
mose1249,Mosetén-Chimané,mose1249,-14.64448,-67.83756,379.0
mpon1254,Mpongmpong,mpon1254,3.14015,14.866,591.0
mung1266,Mungaka,mung1266,5.89752,10.0294,1356.0
motl1237,Mwotlap,motl1237,-13.655015,167.706277,28.0
nami1256,Namia,nami1256,-3.85538,141.788,62.0
ndem1249,Ndemli,ndem1249,4.58061,10.2197,117.0
mesc1238,Mescalero-Chiricahua Apache,mesc1238,33.1291,-105.566,2443.0
quec1382,Quechan,quec1382,32.7859,-114.599,40.0
nank1250,Nankina,nank1250,-5.80804,146.464,1116.0
nand1266,Nandi,nand1266,0.793737,35.408478,2146.0
kima1246,Kimaama,kima1246,-8.01899,138.355,6.0
naki1238,Naki,naki1238,6.62784,10.2378,713.0
mich1245,Michoacán Nahuatl,mich1245,18.3412,-103.361,150.0
naga1394,Naga Pidgin,naga1394,25.2508,93.4438,1386.0
ngos1238,Ngoshie,ngos1238,6.04616,9.83193,1214.0
ngal1293,Ngalakgan,ngal1293,-14.4281,134.716,125.0
nang1259,Nangikurrunggurr,nang1259,-14.268,131.237,109.0
iseb1246,Isebe,iseb1246,-5.20719,145.691,237.0
ngom1271,Ngombale,ngom1271,5.70306,10.1446,1692.0
nort2684,Northern Khmer,nort2684,14.4674,103.863,216.0
nort2954,Northern Paiute,nort2954,40.0799,-119.536,1158.0
nubi1253,Nubi,nubi1253,-0.183215,34.7552,1133.0
nuer1246,Nuer,nuer1246,8.13911,32.3829,401.0
elip1238,Elip,elip1238,4.45694,11.193,439.0
nyam1276,Nyamwezi,nyam1276,-5.08559,32.94452,1267.0
nyeu1238,Nyeu,nyeu1238,14.8817,104.33,136.0
obol1243,Obolo,obol1243,4.62851,7.81985,22.0
faiw1243,Faiwol,faiw1243,-5.4967,141.656,1241.0
okuu1243,Oku,okuu1243,6.23712,10.5096,2025.0
osse1243,Ossetian,osse1243,41.7882,43.2674,1167.0
pala1344,Palauan,pala1344,7.34138,134.476678,15.0
orok1269,Orokaiva,orok1269,-8.79019,148.09,188.0
yill1241,Yil,yill1241,-3.46501,142.178,783.0
ning1273,Ningil,ning1273,-3.49733,142.251,440.0
dobu1241,Dobu,dobu1241,-9.63239,150.825,19.0
samo1303,Samo,samo1303,-6.15496,142.195,125.0
urii1240,Uri,urii1240,-6.41993,146.608,1309.0
boik1241,Boikin,boik1241,-3.68297,143.474,246.0
phai1238,Prai,phai1238,19.0383,101.218,676.0
mall1246,Mal,mall1246,19.273,101.204,998.0
rama1270,Rama,rama1270,11.5007,-83.8571,37.0
matb1237,Matbat,matb1237,-1.8801,130.075,138.0
rund1242,Rundi,rund1242,-1.44174,31.3191,1257.0
nyan1307,Nyankole,nyan1307,-0.46364,30.548,1429.0
marw1260,Marwari (India),marw1260,27.002,75.0656,366.0
samb1305,Samba Leko,samb1305,8.19236,11.7366,913.0
sout2844,Southern Samo,sout2844,12.713,-2.9052,275.0
samr1245,Samre or Siem Reap,samr1245,13.479,103.978,34.0
saba1268,Sabanê,saba1268,-12.9857,-60.335,308.0
sasa1249,Sasak,sasa1249,-8.58349,116.284,292.0
sava1244,Savara,sava1244,18.7302,84.1414,231.0
sayu1241,Sayula Popoluca,sayu1241,17.8606,-94.9531,63.0
seco1241,Secoya,seco1241,-0.459785,-75.5547,214.0
taro1264,Seediq,taro1264,23.9032,121.358,1165.0
seim1238,Seimat,seim1238,-1.5297,145.074,0.0
seme1247,Semelai,seme1247,2.82799,102.806,46.0
serr1255,Serrano,serr1255,33.9479,-116.772,744.0
shab1252,Shabo,shab1252,7.64407,35.223,1704.0
yawa1260,Yawanawa,yawa1260,-8.87563,-71.8199,264.0
mako1251,Makonde,mako1251,-10.9906,39.5133,53.0
shon1251,Shona,shon1251,-17.20849,29.75725,1209.0
bamu1253,Bamun,bamu1253,5.49017,10.8477,951.0
siar1238,Siar-Lak,siar1238,-4.62059,152.892,516.0
sera1259,Saraiki,sera1259,29.5534,71.906,121.0
shaw1249,Shawnee,shaw1249,35.354,-96.7635,308.0
nucl1634,Skou,nucl1634,-2.64378,140.902,30.0
aheu1239,Thavung,aheu1239,17.7655,104.229,149.0
sout2856,South Efate,sout2856,-17.7006,168.377,231.0
spok1245,Spokane,spok1245,47.9087,-118.062,723.0
siss1243,Sissano,siss1243,-3.01976,142.049,10.0
sata1237,Satawalese,sata1237,7.36084,147.038,0.0
ulwa1239,Ulwa,ulwa1239,12.932292,-83.581467,4.0
hupd1244,Hupdë,hupd1244,0.58622,-69.8359,158.0
chim1300,Chimalapa Zoque,chim1300,16.6543,-94.6913,272.0
loxi1235,Loxicha Zapotec,loxi1235,15.8442,-96.6997,201.0
yuki1243,Yuki,yuki1243,39.8389,-123.296,688.0
yape1248,Yapese,yape1248,9.55811,138.125,63.0
yuro1248,Yurok,yuro1248,41.3262,-123.824,752.0
yura1255,Yuracaré,yura1255,-16.7479,-65.1224,203.0
sout2750,Southern Yukaghir,sout2750,64.218,154.375,316.0
nucl1290,Zhenkang Wa,nucl1290,23.1024,99.108,1716.0
wamb1259,Wambon,wamb1259,-5.44334,140.48,76.0
wash1253,Washo,wash1253,38.8184,-119.64,1946.0
waya1269,Wayana,waya1269,2.77537,-54.4429,182.0
woge1237,Wogeo,woge1237,-3.20238,144.089,179.0
huar1255,Huarijio,huar1255,27.8685,-108.437,1187.0
vaii1241,Vai,vaii1241,7.05085,-11.3262,19.0
ukra1253,Ukrainian,ukra1253,48.175842,24.395786,1355.0
phal1254,Phalura,phal1254,35.5096,71.8421,2845.0
east2440,East Makian,east2440,0.07337,127.423,284.0
tokp1240,Tok Pisin,tokp1240,-9.41971,147.303,176.0
baru1269,Baruga,baru1269,-9.40132,148.761,64.0
tatu1247,Tatuyo,tatu1247,0.55582,-70.5327,217.0
tagw1240,Tagwana Senoufo,tagw1240,8.67053,-5.17372,308.0
maza1291,Mazanderani,maza1291,36.241,52.3009,1608.0
paok1235,Pa'o Karen,paok1235,20.211,97.5969,958.0
tern1247,Ternate,tern1247,0.80562,127.333,1615.0
toba1269,Toba,toba1269,-24.40253,-60.4472866667,138.0
poli1260,Polish,poli1260,51.8439,18.6255,133.0
kala1381,Kalabari,kala1381,4.53194,6.69539,0.0
east2295,Eastern Yiddish,east2295,51.75,19.42,190.0
dutc1256,Dutch,dutc1256,52.0,5.0,-1.0
malo1243,Tamambo,malo1243,-15.6835,167.16,153.0
gayo1244,Gayo,gayo1244,4.3733,97.3456,1044.0
jama1262,Jamaican Creole English,jama1262,18.13,-77.2612,486.0
mamb1294,Mambai,mamb1294,9.6121,14.0013,228.0
arag1245,Aragonese,arag1245,42.4669,-0.00919,661.0
tilq1235,Tilquiapan Zapotec,tilq1235,16.8529,-96.6321,1761.0
ibib1240,Ibibio,ibib1240,5.15279,7.86688,41.0
tami1289,Tamil,tami1289,10.520219,78.825989,105.0
zoog1238,Zoogocho Zapotec,zoog1238,17.2016,-96.3433,2450.0
baga1273,Baga Koga,baga1273,10.1286,-13.947,17.0
sout2895,South Nuaulu,sout2895,-3.23411,129.148,124.0
sela1259,Selaru,sela1259,-8.18376,130.961,35.0
tsuv1239,Tsuvadi,tsuv1239,10.8421,5.22095,257.0
hang1263,Hanga Hundi,hang1263,-3.90364,142.849,54.0
blan1242,Blang,blan1242,22.0092,99.7405,1243.0
tata1257,Tatana,tata1257,5.49808,115.553,8.0
tibe1272,Tibetan,tibe1272,28.3681,90.1872,5395.0
chee1238,Che,chee1238,10.0031,8.67024,996.0
pagi1243,Pagibete,pagi1243,3.15636,22.1212,487.0
choc1276,Choctaw,choc1276,33.8993,-94.819,133.0
mich1243,Michif,mich1243,49.1681,-99.9119,535.0
pila1245,Pilagá,pila1245,-25.0058,-60.1537,116.0
bani1255,Baniwa do Icana,bani1255,2.17859,-67.7704,149.0
kari1311,Karitiâna,kari1311,-9.37937,-64.1522,135.0
nort2943,North Alaskan Inupiatun,nort2943,69.582,-143.77,324.0
sanj1284,San Juan Guelavía Zapotec,sanj1284,17.0332,-96.5967,1609.0
tzot1259,Tzotzil,tzot1259,16.6362,-92.7388,991.0
sida1246,Sidamo,sida1246,6.74176,38.3729,1774.0
west2560,West Coast Bajau,west2560,6.00631,116.124,4.0
chim1301,Chimariko,chim1301,41.0,-123.0,1768.0
hueh1236,Huehuetla Tepehua,hueh1236,20.6189,-97.9347,309.0
utes1238,Ute-Southern Paiute,utes1238,40.0965,-110.305,1835.0
dupa1235,Dupaninan Agta,dupa1235,17.3748,122.188,646.0
tong1325,Tonga (Tonga Islands),tong1325,-21.17,-175.25,14.0
lake1258,Lake Miwok,lake1258,39.0021,-122.621,510.0
lazz1240,Laz,lazz1240,41.5004,41.9096,1462.0
juan1238,Juang,juan1238,21.2606,85.5845,260.0
adan1251,Adang,adan1251,-8.18958,124.448,218.0
ambe1247,Ambele,ambe1247,5.94043,9.62028,445.0
apur1254,Apurinã,apur1254,-8.21692,-66.7714,142.0
achi1257,Achinese,achi1257,3.90757,96.6032,13.0
anti1245,Antigua and Barbuda Creole English,anti1245,17.068263,-61.821863,24.0
akla1241,Aklanon,akla1241,11.5543,122.354,146.0
arhu1242,Arhuaco,arhu1242,10.7018,-73.6363,3573.0
liby1240,Libyan Arabic,liby1240,22.0032,15.0014,585.0
bond1245,Bondo,bond1245,19.1512,83.8141,97.0
siks1238,Siksika,siks1238,49.0669,-113.109,1232.0
